qa_file,question,gold_answer,generated_answer,model_used,out_of_domain,retrieval_query,semantic_similarity,rouge_l,groundedness,retrieved_sources,status
3AwL93uolIA_QA.csv,ماذا ورد في النص حول هذه الجزئية؟,والساموزين والسامو عليكم!,"رد في هذا الجزء من النص: ""إيه يا أسطى الـ""أفورة"" دي؟!""",llama-3.1-8b-instant,False,ماذا ورد في النص حول هذه الجزئية؟ الموضوع هو جون كينيدي  الدحيح,0.0,0.0,0.13365963140235695,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.24783483147621155}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 41, 'score': 0.2651710510253906}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 115, 'score': 0.2741706073284149}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 93, 'score': 0.27614933252334595}]",success
3AwL93uolIA_QA.csv,ما الجملة المذكورة في هذا الموضع؟,من كل مَن حرمه من حلم الساموراي...,"رد في هذا الجزء من النص: ""ما انت، بسم الله، ما شاء الله، كنت جندي في الـ(مارينز)، وبعدين، رحُت (الاتحاد السوفييتي) قعدتلك شوية، وبعدين، راجع مع مراتك السوفييتية، وعمّال كل شوية روسي يخُشّلك، وروسي يطلعلك، في ""أمريكا""، إيه بقى؟ إيه؟! بتعملوا إيه يعني؟! انقلاب حُكم؟ ولّا ثورة شيوعية؟! ناويين على إيه بقى؟! (خورتشوف) في (البيت الأبيض)؟! دي الخطة الجاية؟!""",llama-3.1-8b-instant,False,ما الجملة المذكورة في هذا الموضع؟,0.04702913286897341,0.0,0.4217157836198106,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 11, 'score': 0.2677589952945709}, {'episode': 'الساموراي  الدحيح', 'chunk_id': 2, 'score': 0.2764759361743927}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.28929829597473145}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 59, 'score': 0.28971338272094727}]",success
3AwL93uolIA_QA.csv,كيف صيغت العبارة في النص؟,السلام عليكم ورحمة الله وبركاته،,لا توجد معلومات كافية في السياق للإجابة على هذا السؤال.,llama-3.1-8b-instant,False,كيف صيغت العبارة في النص؟,0.05344927137303744,0.0,0.07321035919483991,"[{'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 16, 'score': 0.2989935278892517}, {'episode': 'كيف تنقل جبل وزنه 30 طن قبل أن يغرق؟  الدحيح', 'chunk_id': 2, 'score': 0.3005158305168152}, {'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 58, 'score': 0.30413955450057983}, {'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 70, 'score': 0.30453598499298096}]",success
3AwL93uolIA_QA.csv,ما الذي قيل في هذا السياق؟,"من برنامج ""الدحّيح""!","رد في هذا الجزء من النص: ""إيه يا أسطى الـ""أفورة"" دي؟!""",llama-3.1-8b-instant,False,ما الذي قيل في هذا السياق؟,0.0226273414456529,0.0,0.18028635891515013,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 50, 'score': 0.2991139590740204}, {'episode': 'كيف تحولت روسيا إلى إمبراطورية؟  الدحيح', 'chunk_id': 53, 'score': 0.30014461278915405}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 49, 'score': 0.30167800188064575}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 62, 'score': 0.30292320251464844}]",success
3AwL93uolIA_QA.csv,ما النص الحرفي المذكور هنا؟,خلّيني آخدك مش لمكان واحد،,"رد في هذا الجزء من النص: ""إيه يا أسطى الـ""أفورة"" دي؟!""",llama-3.1-8b-instant,False,ما النص الحرفي المذكور هنا؟,0.0,0.0,0.15028790302744216,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 24, 'score': 0.2743270695209503}, {'episode': 'منابع النيل  الدحيح', 'chunk_id': 104, 'score': 0.28145042061805725}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.2815932631492615}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.2839861512184143}]",success
3AwL93uolIA_QA.csv,ماذا ورد في النص حول هذه الجزئية؟,تعود إلى عائلات ساموراي كبيرة،,"رد في هذا الجزء من النص: ""لو فيه مواطن، لمجرد إن بشرته غامقة، مش قادر ياكل في مطعم، أو يبعت لولاده لأحسن مدرسة ممكنة، مين فينا يقبل يكون مكان هذا المُواطن؟""",llama-3.1-8b-instant,False,ماذا ورد في النص حول هذه الجزئية؟ الموضوع هو جون كينيدي  الدحيح,0.007081702797341933,0.0,0.26489026695823475,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.24783483147621155}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 41, 'score': 0.2651710510253906}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 115, 'score': 0.2741706073284149}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 93, 'score': 0.27614933252334595}]",success
3AwL93uolIA_QA.csv,ما الجملة المذكورة في هذا الموضع؟,منتظرين حُكم الإعدام،,"رد في هذا الجزء من النص: ""ما نفكرش برة هذه الحدود.""",llama-3.1-8b-instant,False,ما الجملة المذكورة في هذا الموضع؟,0.03061441889234095,0.0,0.22864678434000363,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 11, 'score': 0.2677589952945709}, {'episode': 'الساموراي  الدحيح', 'chunk_id': 2, 'score': 0.2764759361743927}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.28929829597473145}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 59, 'score': 0.28971338272094727}]",success
3AwL93uolIA_QA.csv,كيف صيغت العبارة في النص؟,من حَد بيحصلّه هذا الحُكم,"رد في هذا الجزء من النص: ""هو اللي بيدخل الحصن دا، ما بيطلعش، فهل هناك باب خروج تاني، زي السينما كدا؟!""",llama-3.1-8b-instant,False,كيف صيغت العبارة في النص؟,0.10326980903208666,0.0,0.2535156169453447,"[{'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 16, 'score': 0.2989935278892517}, {'episode': 'كيف تنقل جبل وزنه 30 طن قبل أن يغرق؟  الدحيح', 'chunk_id': 2, 'score': 0.3005158305168152}, {'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 58, 'score': 0.30413955450057983}, {'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 70, 'score': 0.30453598499298096}]",success
3AwL93uolIA_QA.csv,ما الذي قيل في هذا السياق؟,بل كان بيخططلها.,"رد في هذا الجزء من النص: ""إيه يا أسطى الـ""أفورة"" دي؟!""",llama-3.1-8b-instant,False,ما الذي قيل في هذا السياق؟,0.0,0.0,0.18028635891515013,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 50, 'score': 0.2991139590740204}, {'episode': 'كيف تحولت روسيا إلى إمبراطورية؟  الدحيح', 'chunk_id': 53, 'score': 0.30014461278915405}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 49, 'score': 0.30167800188064575}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 62, 'score': 0.30292320251464844}]",success
3AwL93uolIA_QA.csv,ما النص الحرفي المذكور هنا؟,عشان تستقبل هذا الحدث،,"رد في هذا الجزء من النص: ""لو فيه مواطن، لمجرد إن بشرته غامقة، مش قادر ياكل في مطعم، أو يبعت لولاده لأحسن مدرسة ممكنة، مين فينا يقبل يكون مكان هذا المُواطن؟""",llama-3.1-8b-instant,False,ما النص الحرفي المذكور هنا؟,0.0867451800328691,0.0,0.2869446323269793,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 24, 'score': 0.2743270695209503}, {'episode': 'منابع النيل  الدحيح', 'chunk_id': 104, 'score': 0.28145042061805725}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.2815932631492615}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.2839861512184143}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 1؟,نُص بني آدم، ونُص أخطبوط في التاريخ.,"رد في الفقرة رقم 1: ""نحن نواجه قضية قديمة قِدَم الكتب المقدسة، وواضحة وضوح الدستور.""",llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 1؟,0.032030302618391876,0.0,0.22906363908971694,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.27551162242889404}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.27959775924682617}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.283053994178772}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 18, 'score': 0.2870080769062042}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 2؟,وشوية رُز صيادية،,"رد في الفقرة رقم 2: ""ما انت، بسم الله، ما شاء الله، كنت جندي في الـ(مارينز)، وبعدين، رحُت (الاتحاد السوفييتي) قعدتلك شوية، وبعدين، راجع مع مراتك السوفييتية، وعمّال كل شوية روسي يخُشّلك، وروسي يطلعلك، في ""أمريكا""، إيه بقى؟ إيه؟! بتعملوا إيه يعني؟! انقلاب حُكم؟ ولّا ثورة شيوعية؟! ناويين على إيه بقى؟! (خورتشوف) في (البيت الأبيض)؟! دي الخطة الجاية؟!""",llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 2؟,0.04204536651040993,0.0,0.4248056090008179,"[{'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.28163671493530273}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.2869218587875366}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.2894454300403595}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.2913075387477875}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 3؟,هيبقى عندك قدرات خارقة،,"رد في الفقرة رقم 3: ""زي ما قُلتلك، يا عزيزي، ""كينيدي"" اتضرب 3 رصاصات، والحقيقة إن دُول نفس الـ3 رصاصات اللي ""أمريكا"" اتضربتهم مع ""كينيدي""، رصاصة قتلت ثقة الشعب في الحكومة، الرصاصة التانية قتلت طُموح ""كينيدي""، اللي كان نِفسه في مؤسسات بتراعي المجتمع، مش بتقيده، أما الرصاصة التالتة فضربت الأمل في أي مستقبل، ودا هنشوفه في ""فيتنام""، ""فيتنام""، اللي ""كينيدي"" حاول ينقذ آلاف الشباب من حربها، ولو تفتكر، واحد من آخر القرارات اللي كان بياخدها هو الانسحاب بالكامل بشكل تدريجي.""",llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 3؟,0.010306702885271005,0.0,0.5641541274349147,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.2759670317173004}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.2822027802467346}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 105, 'score': 0.28952911496162415}, {'episode': 'تاج محل  الدحيح', 'chunk_id': 28, 'score': 0.2896173298358917}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 4؟,يعملّه كام دلوقتي؟,"رد في الفقرة رقم 4: ""مع اتفاقية ""إيفيان""، الوضع بقى معقد جدًا بشكل استثنائي، مئات الآلاف من... وبعدين بقى؟ هتفضل قاعد كدا طول اليوم ما بتتحركش؟ أتحرك ليه؟ احنا في 2025، ما حدش محتاج يتحرك.""",llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 4؟,0.0,0.0,0.32920981821792283,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.28727006912231445}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.29040300846099854}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 18, 'score': 0.2922755777835846}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 0, 'score': 0.2941522002220154}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 5؟,وقوم اسلقلنا الأخطبوط اللي جوا،,لا توجد فقرة رقم 5 في السياق.,llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 5؟,0.01789109451368916,0.0,0.07594025998642343,"[{'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 0, 'score': 0.2896793484687805}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.2907833456993103}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.2937997579574585}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.2967280149459839}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 6؟,السلام عليكم ورحمة الله وبركاته،,رد في الفقرة رقم 6: لا توجد فقرة رقم 6 في السياق.,llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 6؟,0.03542826342781364,0.0,0.12495584667459905,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 24, 'score': 0.28088146448135376}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.28331804275512695}, {'episode': 'منابع النيل  الدحيح', 'chunk_id': 23, 'score': 0.2913784086704254}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.29332268238067627}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 7؟,"من برنامج ""الدحّيح""!",لا توجد فقرة رقم 7 في السياق.,llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 7؟,0.0,0.0,0.07864187522934069,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.28002679347991943}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.2923106551170349}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.2923314869403839}, {'episode': 'تاج محل  الدحيح', 'chunk_id': 28, 'score': 0.2930477559566498}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 8؟,حيّر العلماء لسنين،,لا توجد فقرة رقم 8 في السياق.,llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 8؟,0.011282473514206838,0.0,0.07902562009611697,"[{'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.2851935029029846}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.2938600778579712}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.29587727785110474}, {'episode': 'كيف تحولت روسيا إلى إمبراطورية؟  الدحيح', 'chunk_id': 96, 'score': 0.302754282951355}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 9؟,بكتيريا، طحالب، شوية خلايا،,لا توجد فقرة رقم 9 في السياق.,llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 9؟,0.0,0.0,0.08972023364703395,"[{'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.27866172790527344}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.2908547520637512}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.29230165481567383}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 24, 'score': 0.29541486501693726}]",success
8rcY34IA-6I_QA.csv,ما الذي ورد في النص في الفقرة رقم 10؟,هياكل وأعضاء وحاجات معقدة،,لا توجد فقرة رقم 10 في السياق.,llama-3.1-8b-instant,False,ما الذي ورد في النص في الفقرة رقم 10؟,0.0,0.0,0.07547383106618881,"[{'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 0, 'score': 0.2802913784980774}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.28109267354011536}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.2817124128341675}, {'episode': 'كيف تسيطر على عقول البشر؟  الدحيح', 'chunk_id': 40, 'score': 0.28558218479156494}]",success
8ZL2AAxQmLQ_QA.csv,ماذا ورد في هذا الموضع من النص؟,"أخبار ترميم لوحة ""نابليون"" إيه؟","في هذا الموضع من النص، وردت كلمة ""نحن"" في الفقرة 1300.066، ووردت كلمة ""كينيدي"" في الفقرة 1319.584، ووردت كلمة ""جون لويس"" في الفقرة 1314.115، ووردت كلمة ""أرسطو"" في الفقرة 392.213، ووردت كلمة ""جاليليو"" في الفقرة 395.187، ووردت كلمة ""جيف بيزوس"" في الفقرة 1357.545، ووردت كلمة ""إيلون ماسك"" في الفقرة 1357.545.",llama-3.1-8b-instant,False,ماذا ورد في هذا الموضع من النص؟,0.0052450704425646925,0.0,0.16350061636354862,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 54, 'score': 0.27920249104499817}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 11, 'score': 0.2808418869972229}, {'episode': 'فيزياء و فلسفة الحركة  الدحيح', 'chunk_id': 16, 'score': 0.2833890914916992}, {'episode': 'الساموراي  الدحيح', 'chunk_id': 55, 'score': 0.2910958230495453}]",success
8ZL2AAxQmLQ_QA.csv,ما الجملة المذكورة في هذا السياق؟,يبقى نُص جسمه بطة؟,"في هذا السياق، الجملة المذكورة هي: ""انتي ترجعي المطبخ!""",llama-3.1-8b-instant,False,ما الجملة المذكورة في هذا السياق؟,0.0,0.0,0.2146228447586063,"[{'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.2818002998828888}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 11, 'score': 0.28180888295173645}, {'episode': 'الساموراي  الدحيح', 'chunk_id': 2, 'score': 0.28804999589920044}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 65, 'score': 0.2968648076057434}]",success
8ZL2AAxQmLQ_QA.csv,كيف صيغت العبارة هنا؟,"ما لهاش إجابة يا حضرة الـ""هير (هانز)"".","في هذا السياق، العبارة المذكورة هي: ""بيقولّه: ""ازاي؟! أنا كنت لسة معاه الصبح!""",llama-3.1-8b-instant,False,كيف صيغت العبارة هنا؟,0.02764384888526552,0.0,0.1695327593776779,"[{'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 58, 'score': 0.2654470205307007}, {'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 106, 'score': 0.27148860692977905}, {'episode': 'معركة ذي قار  الدحيح', 'chunk_id': 71, 'score': 0.272010862827301}, {'episode': 'جون كينيدي  الدحيح', 'chunk_id': 73, 'score': 0.2724747061729431}]",success
